,name,artists,year,duration_s,tempo,acousticness,energy,valence,key,popularity,explicit
73311,Playa Cardz Right,2Pac,2008,291.24,86.078,0.0392,0.59,0.192,0,56,No
79285,Holler If Ya' Hear Me,2Pac,1993,278.173,111.229,0.000806,0.722,0.742,7,48,Yes
79393,Fuck The World,2Pac,1995,252.56,95.448,0.0748,0.638,0.684,11,50,Yes
79394,Can U Get Away,2Pac,1995,345.8,75.952,0.411,0.617,0.803,11,49,Yes
79442,"Ain't Hard 2 Find (ft. B-Legit, C-BO, E-40, Richie Rich)",2Pac,1996,268.573,89.966,0.0237,0.87,0.522,11,50,Yes
79545,Unconditional Love,2Pac,1998,238.307,82.794,0.398,0.61,0.715,10,45,Yes
79551,Changes,2Pac,1998,268.773,111.101,0.0454,0.675,0.321,0,47,No
79564,All About U,2Pac,1998,273.16,103.008,0.112,0.746,0.818,2,44,Yes
79672,Ballad Of A Dead Soulja,2Pac,2001,255.627,102.789,0.0329,0.855,0.446,5,55,Yes
79686,Letter 2 My Unborn,2Pac,2001,235.333,107.794,0.164,0.792,0.743,6,57,Yes
79765,Runnin' (Dying To Live),2Pac,2003,230.787,165.964,0.0459,0.799,0.631,10,54,Yes
79847,Soldier Like Me,2Pac,2004,230.493,172.03,0.0672,0.614,0.57,11,56,Yes
79858,Thugs Get Lonely Too,2Pac,2004,288.08,82.013,0.0138,0.881,0.742,9,55,Yes
79886,"Living in Pain (feat. 2Pac, Mary J. Blige & Nas)",2Pac,2005,241.4,176.482,0.0625,0.801,0.482,2,58,Yes
85885,I Don't Give A Fuck,2Pac,1991,260.173,94.58,0.32,0.721,0.801,2,48,Yes
85912,Violent,2Pac,1991,385.933,166.68,0.0137,0.263,0.627,11,43,Yes
86101,Outlaw,2Pac,1995,272.867,78.702,0.286,0.55,0.614,6,47,Yes
86102,Heavy In The Game,2Pac,1995,261.827,91.412,0.287,0.677,0.46,2,48,Yes
86103,Young Niggaz,2Pac,1995,293.333,101.057,0.248,0.75,0.616,1,48,Yes
86140,Life Goes On,2Pac,1996,301.6,158.465,0.117,0.843,0.529,7,58,Yes
86143,I Ain't Mad At Cha (ft. Danny Boy),2Pac,1996,293.667,85.04,0.0177,0.679,0.672,5,49,Yes
86157,"Picture Me Rollin' (ft. Danny Boy, CPO, Big Syke)",2Pac,1996,314.72,95.905,0.029,0.757,0.449,7,57,Yes
86230,So Many Tears,2Pac,1998,238.44,92.733,0.0159,0.655,0.577,1,43,Yes
86233,Hail Mary - Album Version (Edited),2Pac,1998,313.56,82.058,0.196,0.636,0.386,10,44,No
86237,How Long Will They Mourn Me?,2Pac,1998,232.427,87.036,0.0641,0.664,0.484,1,43,Yes
86269,"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",2Pac,1999,108.973,188.625,0.737,0.941,0.814,4,49,Yes
92010,If My Homie Calls,2Pac,1991,258.307,104.473,0.00693,0.602,0.599,5,43,Yes
92154,Str8 Ballin',2Pac,1994,304.2,80.57,0.313,0.785,0.814,10,42,Yes
92211,Whatz Ya Phone # (ft. Danny Boy),2Pac,1996,309.52,120.013,0.000314,0.947,0.707,1,48,Yes
92229,Heartz Of Men,2Pac,1996,283.373,92.465,0.00286,0.773,0.553,6,52,Yes
92286,Hellrazor,2Pac,1997,255.0,98.033,0.144,0.884,0.454,8,47,Yes
92298,God Bless The Dead,2Pac,1998,262.2,95.965,0.0832,0.762,0.603,2,43,Yes
92303,Me Against The World,2Pac,1998,278.493,91.89,0.0254,0.821,0.782,6,43,Yes
92309,How Do U Want It - Edit,2Pac,1998,239.16,92.459,0.018,0.789,0.561,1,42,No
92318,Temptations,2Pac,1998,300.133,90.69,0.126,0.678,0.728,1,42,Yes
92331,2 Of Amerikaz Most Wanted - Album Version (Edited),2Pac,1998,254.467,198.289,0.103,0.835,0.6,1,42,No
92333,Keep Ya Head Up,2Pac,1998,263.2,172.361,0.15,0.774,0.622,4,42,No
92671,Dumpin',2Pac,2006,267.813,187.328,0.0634,0.836,0.398,8,56,Yes
92685,Pac's Life,2Pac,2006,217.44,95.306,0.128,0.891,0.849,1,56,Yes
92720,Hail Mary - (Explicit),2Pac,2007,312.08,164.113,0.164,0.651,0.382,10,49,Yes
98043,Last Wordz,2Pac,1993,216.907,109.293,0.0477,0.721,0.62,11,43,Yes
98051,Strictly 4 My N.I.G.G.A.Z...,2Pac,1993,355.56,165.638,0.0301,0.541,0.41,7,42,Yes
98150,"We Do This (feat. 2Pac, MC Breed & Father Dom)",2Pac,1995,351.507,97.14,0.0903,0.574,0.486,1,41,Yes
98194,Real Bad Boyz,2Pac,1996,229.721,85.838,0.000784,0.619,0.541,4,40,Yes
98272,Toss It Up,2Pac,1998,282.8,183.973,0.0438,0.755,0.627,1,41,Yes
103768,Soulja's Story,2Pac,1991,305.467,79.323,0.0234,0.35,0.332,2,40,Yes
103883,Souljah's Revenge,2Pac,1993,196.6,94.737,0.035,0.711,0.373,10,40,Yes
103978,Intro,2Pac,1995,100.333,80.471,0.315,0.585,0.414,10,43,Yes
104014,I Wonder If Heaven Got A Ghetto - Hip-Hop Version,2Pac,1997,279.853,108.054,0.105,0.687,0.782,1,43,Yes
104088,Brenda's Got A Baby,2Pac,1998,233.427,166.738,0.0335,0.739,0.709,0,39,Yes
104113,Baby Don't Cry (Keep Ya Head Up II),2Pac,1999,262.2,94.009,0.189,0.757,0.863,8,47,Yes
104211,Pour Out A Little Liquor,2Pac,2001,209.8,88.016,0.0274,0.654,0.63,1,46,Yes
104266,Still Ballin' - Nitty Remix,2Pac,2002,169.6,99.042,0.00766,0.721,0.707,2,47,Yes
104694,Unchained (The Payback / Untouchable),2Pac,2012,171.573,92.074,0.128,0.917,0.573,8,60,Yes
109458,Young Black Male,2Pac,1991,155.0,162.735,0.134,0.412,0.322,2,39,Yes
109525,Point The Finga,2Pac,1993,265.8,99.016,0.17,0.569,0.662,11,40,Yes
109531,Papa'z Song,2Pac,1993,325.533,172.354,0.0646,0.5,0.663,1,41,Yes
109540,The Streetz R Deathrow,2Pac,1993,206.84,91.109,0.015,0.669,0.59,10,40,Yes
109559,Representin' 93,2Pac,1993,214.4,89.032,0.129,0.592,0.524,6,39,Yes
109694,Fuck All Y'All,2Pac,1997,272.52,84.989,0.0891,0.719,0.863,10,44,Yes
109887,When Thugz Cry,2Pac,2001,262.493,172.058,0.176,0.834,0.891,5,48,Yes
109933,Thugz Mansion - Nas Acoustic,2Pac,2002,252.507,175.523,0.722,0.428,0.72,8,50,Yes
110114,Keep Ya Head Up,2Pac,2007,263.28,172.629,0.157,0.836,0.623,4,45,No
110117,2 Of Amerikaz Most Wanted - (Explicit),2Pac,2007,246.147,198.5,0.0391,0.905,0.817,1,62,Yes
4112,Do You Right,311,1993,257.827,110.03,0.000425,0.968,0.485,9,34,No
4587,Whiskey And Wine,311,2005,178.147,144.648,0.00107,0.746,0.767,9,44,No
4939,Down,311,2014,172.053,175.253,0.000165,0.935,0.578,6,50,No
9235,My Stoney Baby,311,1993,224.227,95.269,0.00214,0.86,0.841,5,33,No
9387,What Was I Thinking,311,1997,157.867,105.131,0.000398,0.802,0.51,5,37,Yes
9456,Eons,311,1999,194.333,147.724,0.000973,0.813,0.25,9,38,No
9531,You Wouldn't Believe,311,2001,222.307,167.487,0.00237,0.907,0.562,7,41,No
9690,Flowing,311,2004,192.333,125.98,0.003,0.952,0.195,1,41,No
14278,Jupiter,311,1997,163.107,103.096,0.000629,0.8,0.166,4,37,No
14353,Large In The Margin,311,1999,207.533,98.089,0.0207,0.91,0.681,7,38,Yes
14516,Creatures (For a While),311,2003,264.493,190.592,0.00205,0.894,0.686,6,40,No
18989,Feels So Good,311,1993,202.773,118.002,0.00216,0.938,0.674,6,31,No
23720,Freak Out,311,1993,223.0,96.396,0.00382,0.886,0.612,9,31,No
23738,Visit,311,1993,220.867,164.065,0.000132,0.892,0.652,9,31,No
23741,Welcome,311,1993,175.107,141.98,0.00138,0.779,0.74,1,31,No
23750,Hydroponic,311,1993,233.867,135.987,0.00386,0.94,0.601,4,31,No
23797,Hive,311,1995,178.0,109.242,0.0292,0.949,0.426,11,34,Yes
28570,From Chaos,311,2001,195.333,178.107,0.00805,0.881,0.642,0,38,No
32584,Paradise,311,1993,302.2,144.014,0.000691,0.789,0.622,11,29,No
32590,Unity,311,1993,206.867,144.026,0.00175,0.951,0.509,9,29,No
32644,Misdirected Hostility,311,1995,176.96,99.073,0.0156,0.793,0.321,4,33,Yes
32724,Stealing Happy Hours,311,1997,350.307,95.846,0.109,0.761,0.0936,11,34,No
32854,Uncalm,311,2001,191.2,170.086,0.00251,0.843,0.559,1,37,No
36601,Plain,311,1993,177.4,106.073,0.00107,0.909,0.708,2,29,No
36678,Sweet,311,1995,195.133,139.081,0.000582,0.534,0.7,11,32,Yes
36831,Flowing,311,1999,190.907,126.179,0.00275,0.945,0.186,1,35,No
40678,Nix Hex,311,1993,248.6,143.987,0.0209,0.822,0.544,8,28,No
40757,Guns (Are for Pussies),311,1995,136.933,100.862,0.0153,0.903,0.599,7,31,Yes
40962,Sick Tight,311,2001,164.56,113.015,0.000476,0.94,0.582,1,36,No
44548,Lucky,311,1994,170.173,92.43,0.0275,0.879,0.822,7,30,Yes
44611,Loco,311,1995,113.267,94.775,0.00279,0.834,0.806,1,31,Yes
44669,Inner Light Spectrum,311,1997,220.44,130.239,0.201,0.494,0.565,1,32,No
51492,All Mixed Up,311,1995,179.6,92.324,0.0104,0.702,0.659,10,61,Yes
51509,Down,311,1995,172.16,175.411,0.000179,0.922,0.565,6,58,No
51607,Beautiful Disaster,311,1997,238.4,168.132,0.000387,0.738,0.675,11,61,Yes
51843,Amber,311,2001,206.973,166.001,0.156,0.697,0.744,0,61,No
51988,Amber,311,2004,211.08,166.163,0.119,0.727,0.748,4,66,No
59574,Love Song,311,2004,211.693,139.817,0.0154,0.686,0.556,9,59,No
66308,Champagne,311,2001,184.973,174.15,0.358,0.622,0.629,11,54,No
80177,Sunset in July,311,2011,236.413,174.884,0.0326,0.846,0.69,5,53,No
86075,8:16 A.M.,311,1994,223.667,100.576,0.0229,0.608,0.577,9,42,Yes
86376,I'll Be Here Awhile,311,2001,209.693,142.045,0.000933,0.867,0.896,7,47,No
86501,I'll Be Here Awhile,311,2004,208.88,142.176,0.000422,0.877,0.874,7,48,No
92169,Don't Stay Home,311,1995,163.4,108.988,0.0101,0.825,0.936,6,41,Yes
92204,Random,311,1995,185.267,160.469,0.0148,0.558,0.836,1,41,Yes
92264,Prisoner,311,1997,170.773,170.217,0.0217,0.699,0.78,0,42,No
92588,Come Original,311,2004,222.36,93.894,0.0105,0.976,0.78,11,47,No
98078,Homebrew,311,1994,184.0,101.61,0.00804,0.896,0.505,9,40,Yes
98087,Omaha Stylee,311,1994,254.107,153.547,0.00451,0.861,0.8,7,40,Yes
98173,Purpose,311,1995,162.693,158.174,0.000654,0.554,0.837,1,40,Yes
98237,Use Of Time,311,1997,264.427,102.103,0.0105,0.488,0.113,4,41,No
98244,Transistor,311,1997,181.627,75.041,0.000977,0.778,0.758,2,40,No
98512,All Mixed Up,311,2004,182.333,92.284,0.00395,0.747,0.675,10,45,Yes
98547,Don't Tread On Me,311,2005,186.893,176.538,4.24e-05,0.918,0.675,7,47,No
103932,Applied Science,311,1994,164.4,98.039,0.0152,0.896,0.664,10,38,Yes
103979,Jackolantern's Weather,311,1995,204.16,96.958,0.0198,0.837,0.446,7,38,Yes
109593,Grassroots,311,1994,252.773,175.314,0.00545,0.76,0.586,10,37,Yes
109786,Freeze Time,311,1999,202.067,183.972,0.0158,0.904,0.784,9,41,No
109794,Come Original,311,1999,223.333,93.86,0.0122,0.978,0.795,11,41,No
109818,Sever,311,1999,283.027,106.943,0.0103,0.901,0.617,0,42,Yes
109985,Creatures (For a While),311,2004,266.333,190.605,0.00204,0.907,0.704,6,43,No
4460,Love Me,50 Cent,2002,270.747,80.986,0.092,0.517,0.267,7,42,Yes
4501,U Not Like Me,50 Cent,2003,255.667,91.449,0.0556,0.847,0.832,11,42,Yes
4512,Like My Style,50 Cent,2003,193.253,125.305,0.232,0.827,0.815,5,42,Yes
4514,Blood Hound,50 Cent,2003,239.987,167.833,0.0109,0.898,0.931,1,42,Yes
4598,Piggy Bank,50 Cent,2005,255.173,79.374,0.012,0.845,0.872,10,51,Yes
5136,Remember The Name (feat. Eminem & 50 Cent),50 Cent,2019,207.76,91.046,0.135,0.666,0.726,11,73,Yes
9642,Poor Lil Rich,50 Cent,2003,199.213,88.511,0.0227,0.824,0.366,11,41,Yes
9677,"Victory 2004 (feat. Notorious B.I.G., Busta Rhymes, 50 Cent & Lloyd Banks)",50 Cent,2004,381.333,91.562,0.222,0.85,0.447,7,47,No
9696,GATman And Robbin,50 Cent,2005,226.6,173.987,0.395,0.91,0.623,4,50,Yes
9701,Outta Control,50 Cent,2005,201.827,96.036,0.308,0.733,0.483,9,52,Yes
9724,Ryder Music,50 Cent,2005,231.587,91.068,0.0477,0.608,0.644,4,49,Yes
9731,Hustler's Ambition,50 Cent,2005,237.613,88.243,0.277,0.737,0.683,7,50,Yes
9803,Get Up,50 Cent,2008,195.68,92.435,0.0303,0.885,0.405,11,55,Yes
9906,UP!,50 Cent,2011,231.12,97.017,0.527,0.471,0.524,1,46,Yes
14577,Window Shopper,50 Cent,2005,190.307,174.311,0.0948,0.697,0.501,5,49,Yes
14710,Crack A Bottle,50 Cent,2009,297.52,169.561,0.0864,0.874,0.391,9,49,Yes
19349,Like My Style,50 Cent,2003,193.253,125.305,0.232,0.827,0.815,5,40,Yes
19355,Gotta Make It To Heaven,50 Cent,2003,240.68,91.993,0.0295,0.852,0.62,7,41,Yes
19378,Lifes On The Line,50 Cent,2003,218.613,94.669,0.00848,0.84,0.768,1,40,Yes
19425,Position Of Power,50 Cent,2005,192.293,172.01,0.22,0.824,0.64,4,49,Yes
19442,God Gave Me Style,50 Cent,2005,181.72,92.517,0.0212,0.758,0.659,8,48,Yes
19577,Baby By Me (Featuring Ne-Yo),50 Cent,2009,213.36,190.058,0.0045,0.827,0.355,0,54,Yes
24107,Poor Lil Rich,50 Cent,2003,199.213,88.511,0.0227,0.824,0.366,11,39,Yes
24160,Gunz Come Out,50 Cent,2005,264.56,90.389,0.171,0.937,0.475,6,49,Yes
24162,I'll Whip Ya Head Boy,50 Cent,2005,235.973,53.952,0.141,0.793,0.587,9,46,Yes
24394,My Life,50 Cent,2012,239.907,176.111,0.045,0.932,0.518,1,54,Yes
28581,Places To Go,50 Cent,2002,255.04,79.995,0.0071,0.864,0.618,6,39,Yes
28647,Gotta Make It To Heaven,50 Cent,2003,240.68,91.993,0.0295,0.852,0.62,7,38,Yes
28653,Shot Down,50 Cent,2003,222.373,91.48,0.138,0.857,0.662,1,41,Yes
28654,In Da Hood - Single Version,50 Cent,2003,169.373,87.001,0.015,0.498,0.596,9,39,Yes
28717,Ski Mask Way,50 Cent,2005,185.587,179.884,0.139,0.769,0.77,1,46,Yes
28860,Crack A Bottle,50 Cent,2009,297.52,169.561,0.0864,0.874,0.391,9,46,Yes
37027,This Is 50,50 Cent,2005,184.213,91.269,0.183,0.834,0.403,2,46,Yes
37146,Mujeres In The Club,50 Cent,2009,243.013,84.988,0.0156,0.784,0.397,11,50,No
37230,Right There,50 Cent,2011,262.253,95.013,0.155,0.799,0.59,7,48,No
37380,I Wanna Benz,50 Cent,2016,262.307,93.011,0.00644,0.623,0.361,1,56,Yes
41079,A Baltimore Love Thing,50 Cent,2005,257.773,81.51,0.269,0.817,0.715,1,45,Yes
41242,Down On Me,50 Cent,2010,228.453,160.041,0.0369,0.598,0.594,2,42,No
44925,My Toy Soldier,50 Cent,2005,224.373,103.523,0.35,0.833,0.707,10,46,Yes
45226,I'm The Man - Remix,50 Cent,2016,235.703,98.06,0.373,0.495,0.372,1,57,Yes
51912,In Da Club,50 Cent,2003,193.467,90.059,0.26,0.72,0.805,6,71,Yes
51916,21 Questions,50 Cent,2003,224.427,90.012,0.353,0.807,0.908,6,69,Yes
51925,P.I.M.P.,50 Cent,2003,249.467,78.693,0.0444,0.758,0.889,10,66,Yes
51928,Many Men (Wish Death),50 Cent,2003,256.227,108.52,0.0153,0.826,0.416,6,64,Yes
51949,Patiently Waiting,50 Cent,2003,288.88,78.985,0.245,0.675,0.519,0,61,Yes
52035,Candy Shop,50 Cent,2005,209.107,125.173,0.0253,0.574,0.755,11,78,Yes
52060,Hate It Or Love It,50 Cent,2005,206.4,99.998,0.14,0.785,0.435,9,72,Yes
52062,Just A Lil Bit,50 Cent,2005,237.707,96.946,0.0322,0.692,0.527,1,74,Yes
52067,How We Do,50 Cent,2005,235.533,98.012,0.0455,0.648,0.637,4,72,Yes
52081,Disco Inferno,50 Cent,2005,214.227,97.018,0.206,0.659,0.71,3,69,Yes
52380,Down On Me,50 Cent,2010,228.453,160.041,0.0369,0.598,0.594,2,70,No
52523,Hate Bein' Sober,50 Cent,2012,280.173,132.003,0.00435,0.47,0.313,8,66,Yes
59529,If I Can't,50 Cent,2003,196.64,93.975,0.244,0.631,0.838,11,58,Yes
59678,Can't Leave 'Em Alone (feat. 50 Cent),50 Cent,2006,244.76,100.614,0.209,0.696,0.499,1,63,No
59709,You Don't Know,50 Cent,2006,257.907,85.475,0.0116,0.864,0.747,10,61,Yes
59823,Crack A Bottle,50 Cent,2009,297.52,169.561,0.0864,0.874,0.391,9,68,Yes
66531,Westside Story,50 Cent,2005,223.067,86.993,0.16,0.647,0.961,11,61,Yes
66534,Best Friend,50 Cent,2005,251.547,182.363,0.395,0.636,0.661,10,65,Yes
66626,Ayo Technology,50 Cent,2007,247.947,140.144,0.0828,0.782,0.418,8,54,Yes
73079,What Up Gangsta,50 Cent,2003,179.467,82.518,0.00213,0.767,0.344,11,53,Yes
73081,"Wanksta - From ""8 Mile"" Soundtrack",50 Cent,2003,219.4,81.033,0.02,0.867,0.904,1,52,Yes
73084,Many Men (Wish Death),50 Cent,2003,256.227,108.52,0.0153,0.826,0.416,6,51,Yes
73114,Never Enough,50 Cent,2004,159.787,95.756,0.294,0.716,0.593,11,59,Yes
73132,Loyal To The Game,50 Cent,2004,203.52,98.137,0.116,0.573,0.723,1,59,Yes
73186,Window Shopper,50 Cent,2005,191.813,174.148,0.0626,0.672,0.384,5,57,Yes
73189,Hate It Or Love It - G-Unit Remix,50 Cent,2005,263.787,99.994,0.271,0.76,0.543,2,58,Yes
73198,When It Rains It Pours,50 Cent,2005,242.227,82.031,0.012,0.74,0.221,2,63,Yes
73203,Outta Control - Remix,50 Cent,2005,247.973,92.009,0.0268,0.587,0.574,8,52,Yes
73269,I Get Money,50 Cent,2007,223.72,122.631,0.159,0.933,0.457,9,52,Yes
79772,High All The Time,50 Cent,2003,269.373,87.3,0.0273,0.911,0.562,6,50,Yes
79788,Don't Push Me,50 Cent,2003,248.893,85.603,0.0486,0.791,0.713,1,49,Yes
79791,Patiently Waiting,50 Cent,2003,288.893,78.883,0.27,0.668,0.554,10,48,Yes
79794,Heat,50 Cent,2003,254.893,81.912,0.26,0.968,0.68,6,49,Yes
79798,21 Questions,50 Cent,2003,224.427,90.012,0.353,0.807,0.908,6,48,Yes
86434,Back Down,50 Cent,2003,243.013,89.017,0.262,0.633,0.227,2,49,Yes
86465,If I Can't,50 Cent,2003,196.64,93.975,0.244,0.631,0.838,11,47,Yes
86466,What Up Gangsta,50 Cent,2003,179.453,82.517,0.00213,0.767,0.344,11,47,Yes
86477,In Da Club,50 Cent,2003,193.467,90.059,0.26,0.72,0.805,6,46,Yes
86541,I'm Supposed To Die Tonight,50 Cent,2005,231.027,78.901,0.00307,0.72,0.323,7,55,Yes
86554,In My Hood,50 Cent,2005,231.12,89.962,0.177,0.727,0.475,1,55,Yes
86555,Get In My Car,50 Cent,2005,245.907,75.182,0.106,0.866,0.784,11,56,Yes
86557,I'll Whip Ya Head Boy,50 Cent,2005,236.413,99.336,0.147,0.805,0.606,9,56,Yes
86591,Best Friend - Remix,50 Cent,2006,254.493,181.733,0.368,0.64,0.574,10,50,No
86615,I'll Still Kill,50 Cent,2007,223.507,88.046,0.111,0.715,0.725,2,51,Yes
87091,I'm The Man,50 Cent,2016,235.703,98.064,0.335,0.45,0.273,8,67,Yes
92535,P.I.M.P. - Snoop Dogg Remix,50 Cent,2003,286.8,94.006,0.104,0.63,0.824,10,46,Yes
92543,High All The Time,50 Cent,2003,269.36,87.3,0.0273,0.911,0.562,6,46,Yes
92597,Spend Some Time,50 Cent,2004,310.72,83.659,0.0561,0.61,0.133,5,52,Yes
98465,In Da Club,50 Cent,2003,193.467,90.042,0.325,0.663,0.847,11,45,No
98469,U Not Like Me,50 Cent,2003,255.667,91.449,0.0556,0.847,0.832,11,46,Yes
98478,Heat,50 Cent,2003,254.907,84.703,0.27,0.966,0.703,6,45,Yes
98491,P.I.M.P.,50 Cent,2003,249.467,78.693,0.0444,0.758,0.889,10,44,Yes
98629,Straight To The Bank,50 Cent,2007,190.653,179.548,0.112,0.846,0.519,7,48,Yes
104285,"Wanksta - From ""8 Mile"" Soundtrack",50 Cent,2003,219.4,81.033,0.02,0.867,0.904,1,44,Yes
104300,Back Down,50 Cent,2003,243.013,89.017,0.262,0.633,0.227,2,44,Yes
104310,Don't Push Me,50 Cent,2003,248.893,85.603,0.0486,0.791,0.713,1,44,Yes
104313,Blood Hound,50 Cent,2003,239.987,167.833,0.0109,0.898,0.931,1,44,Yes
104437,Hands Up,50 Cent,2006,240.213,95.0,0.077,0.878,0.594,1,56,Yes
109954,We All Die One Day,50 Cent,2003,329.427,93.958,0.0229,0.875,0.356,4,48,Yes
109965,Lifes On The Line,50 Cent,2003,218.48,94.669,0.00848,0.84,0.768,1,43,Yes
110361,New York Times (feat. 50 Cent & Bas),50 Cent,2013,271.813,171.333,0.291,0.655,0.31,8,55,Yes
4962,Good For You,A$AP Rocky,2015,221.56,88.967,0.179,0.678,0.212,5,61,Yes
5024,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",A$AP Rocky,2017,218.947,128.09,0.181,0.777,0.177,1,61,Yes
5079,A$AP Forever (feat. Moby),A$AP Rocky,2018,233.061,125.999,0.224,0.78,0.444,10,67,Yes
10044,"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)",A$AP Rocky,2014,211.965,130.018,0.302,0.853,0.544,8,54,Yes
10080,Wavybone (feat. Juicy J & UGK),A$AP Rocky,2015,303.0,149.992,0.0162,0.641,0.383,2,56,Yes
14856,Suddenly,A$AP Rocky,2013,270.707,129.646,0.296,0.514,0.417,2,52,Yes
14928,M'$ (feat. Lil Wayne),A$AP Rocky,2015,233.4,116.53,0.00311,0.629,0.185,10,55,Yes
15037,Kids Turned Out Fine,A$AP Rocky,2018,183.12,163.314,0.271,0.668,0.128,1,64,Yes
19761,"Fine Whine (feat. Joe Fox, Future & M.I.A.)",A$AP Rocky,2015,218.547,113.827,0.117,0.522,0.087,1,56,Yes
19782,Holy Ghost (feat. Joe Fox),A$AP Rocky,2015,191.2,75.844,0.127,0.779,0.325,10,57,Yes
24425,I Come Apart (feat. Florence Welch),A$AP Rocky,2013,217.92,83.937,0.517,0.616,0.305,1,52,Yes
24529,Pharsyde (feat. Joe Fox),A$AP Rocky,2015,222.333,130.005,0.0541,0.56,0.499,9,55,Yes
24583,Groupie Love (feat. A$AP Rocky),A$AP Rocky,2017,264.038,175.894,0.113,0.6,0.195,9,63,Yes
24656,Walk (Remix),A$AP Rocky,2019,186.517,160.043,0.0547,0.586,0.798,2,65,Yes
29095,"New Level REMIX (feat. Future, A$AP Rocky & Lil Uzi Vert)",A$AP Rocky,2016,251.195,121.112,0.03,0.663,0.214,11,55,Yes
29114,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Rocky,2017,255.413,133.993,0.523,0.663,0.333,8,60,Yes
29179,Bad Company (feat. BlocBoy JB),A$AP Rocky,2018,183.809,144.941,0.0679,0.529,0.343,8,62,Yes
33308,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",A$AP Rocky,2016,188.853,143.083,0.32,0.629,0.591,0,55,Yes
37284,Jodye,A$AP Rocky,2013,260.76,140.13,0.0192,0.525,0.0772,3,50,Yes
37294,Scholarship (feat. A$AP Rocky),A$AP Rocky,2013,209.813,76.518,0.094,0.732,0.8,1,48,Yes
37408,Reminder - Remix,A$AP Rocky,2017,221.968,160.035,0.153,0.654,0.527,0,62,Yes
37493,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),A$AP Rocky,2019,263.127,103.998,0.218,0.676,0.339,1,64,Yes
41429,"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",A$AP Rocky,2017,278.105,176.051,0.0129,0.736,0.415,1,60,Yes
41472,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",A$AP Rocky,2018,131.674,123.906,0.17,0.975,0.609,10,65,Yes
45156,Pain (feat. OverDoz.),A$AP Rocky,2013,233.267,134.996,0.174,0.835,0.515,7,49,Yes
45198,JD,A$AP Rocky,2015,105.827,104.359,0.123,0.501,0.385,1,53,Yes
45210,Better Things,A$AP Rocky,2015,199.467,100.758,0.106,0.443,0.116,1,52,Yes
45306,Chewing Gum,A$AP Rocky,2018,263.87,168.265,0.144,0.515,0.217,8,60,Yes
52551,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,2013,233.787,95.967,0.024,0.693,0.66,1,76,Yes
52589,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Rocky,2013,283.693,130.009,0.0246,0.733,0.284,1,70,Yes
52714,L$D,A$AP Rocky,2015,238.307,120.06,0.193,0.252,0.0352,2,76,Yes
60079,Wild for the Night (feat. Skrillex & Birdy Nam Nam),A$AP Rocky,2013,212.64,140.001,0.0483,0.849,0.681,2,68,Yes
60080,Shabba (feat. A$AP Rocky),A$AP Rocky,2013,275.867,120.0,0.0715,0.712,0.435,9,65,Yes
60094,Goldie,A$AP Rocky,2013,192.067,81.956,0.225,0.848,0.733,10,66,Yes
60179,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,2015,260.987,149.822,0.0101,0.661,0.335,4,73,Yes
60211,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,2015,126.96,207.986,0.0122,0.718,0.0568,6,68,Yes
60313,No Limit,A$AP Rocky,2017,245.387,175.957,0.0117,0.771,0.405,1,75,Yes
60389,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2018,205.04,80.02,0.0609,0.569,0.294,5,81,Yes
60428,Sundress,A$AP Rocky,2018,158.206,125.004,0.176,0.704,0.735,6,76,Yes
60503,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",A$AP Rocky,2020,232.839,124.603,0.156,0.632,0.746,10,78,Yes
66812,Peso,A$AP Rocky,2011,170.307,140.017,0.167,0.831,0.584,10,62,Yes
66916,Hands On The Wheel,A$AP Rocky,2012,197.8,127.828,0.021,0.859,0.169,1,58,Yes
66929,Fashion Killa,A$AP Rocky,2013,236.28,139.972,0.293,0.82,0.81,11,65,Yes
66940,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",A$AP Rocky,2013,372.173,81.497,0.351,0.878,0.775,2,64,Yes
67056,Canal St. (feat. Bones),A$AP Rocky,2015,227.427,137.079,0.308,0.583,0.524,3,66,Yes
67160,PICK IT UP (feat. A$AP Rocky),A$AP Rocky,2017,191.252,135.995,0.0149,0.467,0.287,1,70,Yes
